Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
15	:	1777042602.529	     0.119	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 14 --conditional:precision 1e-6 --conditional:algorithm bisection
17	:	1777042602.587	     0.098	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 16 --conditional:precision 1e-6 --conditional:algorithm bisection
16	:	1777042602.561	     0.129	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 15 --conditional:precision 1e-6 --conditional:algorithm bisection
18	:	1777042602.647	     0.088	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 17 --conditional:precision 1e-6 --conditional:algorithm bisection
19	:	1777042602.652	     0.123	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 18 --conditional:precision 1e-6 --conditional:algorithm bisection-pt
20	:	1777042602.688	     0.101	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 19 --conditional:precision 1e-6 --conditional:algorithm bisection-pt
22	:	1777042602.738	     0.083	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 21 --conditional:precision 1e-6 --conditional:algorithm restart
21	:	1777042602.695	     0.128	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 20 --conditional:precision 1e-6 --conditional:algorithm restart
24	:	1777042602.792	     0.083	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 23 --conditional:precision 1e-6 --conditional:algorithm restart
23	:	1777042602.778	     0.140	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 22 --conditional:precision 1e-6 --conditional:algorithm restart
26	:	1777042602.826	     0.097	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 25 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
25	:	1777042602.824	     0.126	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 24 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
27	:	1777042602.879	     0.095	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 26 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
28	:	1777042602.923	     0.128	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 27 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
29	:	1777042602.927	     0.128	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 28 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
30	:	1777042602.954	     0.137	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 29 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
32	:	1777042603.055	     0.105	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 31 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
31	:	1777042602.977	     0.206	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 30 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
33	:	1777042603.058	     0.175	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 32 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-pt
35	:	1777042603.163	     0.108	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 34 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
36	:	1777042603.186	     0.187	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 35 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
34	:	1777042603.094	     0.292	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 33 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-pt
37	:	1777042603.237	     0.154	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "HYPOVOLEMIA1" || F "ANAPHYLAXIS1"]' --timeout 300 --dot-maxwidth 36 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
38	:	1777042603.276	     0.180	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 37 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
40	:	1777042603.389	     0.147	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 39 --exact --conditional:algorithm bisection
42	:	1777042603.459	     0.098	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 41 --exact --conditional:algorithm bisection
9	:	1777042602.248	     1.425	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax=? [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 8 --exact --conditional:algorithm restart
43	:	1777042603.538	     0.152	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 42 --exact --conditional:algorithm bisection-pt
44	:	1777042603.561	     0.194	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 43 --exact --conditional:algorithm bisection-pt
46	:	1777042603.694	     0.111	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 45 --exact --conditional:algorithm restart
45	:	1777042603.677	     0.149	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 44 --exact --conditional:algorithm restart
10	:	1777042602.250	     1.585	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/alarm.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "PAP0" || F "HRSAT1"]' --timeout 300 --dot-maxwidth 9 --exact --conditional:algorithm restart
47	:	1777042603.759	     0.376	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 46 --exact --conditional:algorithm restart
48	:	1777042603.809	     0.381	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 47 --exact --conditional:algorithm restart
51	:	1777042604.140	     0.153	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 50 --exact --conditional:algorithm bisection-advanced-pt
52	:	1777042604.193	     0.190	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 51 --exact --conditional:algorithm bisection-advanced-pt
53	:	1777042604.297	     0.143	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 52 --conditional:precision 1e-6 --conditional:algorithm bisection
54	:	1777042604.388	     0.132	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 53 --conditional:precision 1e-6 --conditional:algorithm bisection
55	:	1777042604.443	     0.134	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 54 --conditional:precision 1e-6 --conditional:algorithm bisection
56	:	1777042604.524	     0.138	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 55 --conditional:precision 1e-6 --conditional:algorithm bisection
57	:	1777042604.581	     0.130	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 56 --conditional:precision 1e-6 --conditional:algorithm bisection-pt
58	:	1777042604.665	     0.136	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 57 --conditional:precision 1e-6 --conditional:algorithm bisection-pt
39	:	1777042603.377	     1.434	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 38 --exact --conditional:algorithm bisection
59	:	1777042604.716	     0.130	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 58 --conditional:precision 1e-6 --conditional:algorithm restart
61	:	1777042604.815	     0.115	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 60 --conditional:precision 1e-6 --conditional:algorithm restart
60	:	1777042604.804	     0.133	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 59 --conditional:precision 1e-6 --conditional:algorithm restart
62	:	1777042604.850	     0.155	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 61 --conditional:precision 1e-6 --conditional:algorithm restart
63	:	1777042604.935	     0.107	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 62 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
64	:	1777042604.941	     0.134	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 63 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
65	:	1777042605.009	     0.132	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 64 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
66	:	1777042605.045	     0.100	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 65 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
67	:	1777042605.080	     0.154	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 66 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
68	:	1777042605.145	     0.141	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 67 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
70	:	1777042605.237	     0.154	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 69 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
69	:	1777042605.149	     0.261	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 68 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
71	:	1777042605.290	     0.144	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 70 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-pt
73	:	1777042605.413	     0.149	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 72 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
74	:	1777042605.438	     0.200	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 73 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
72	:	1777042605.394	     0.256	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 71 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-pt
75	:	1777042605.566	     0.151	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 74 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
76	:	1777042605.642	     0.196	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 75 --exact --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
78	:	1777042605.720	     0.634	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 77 --exact --conditional:algorithm bisection
79	:	1777042605.841	     0.837	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax=? [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 78 --exact --conditional:algorithm bisection-pt
49	:	1777042603.830	     3.039	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F ("XrayReport1" | "XrayReport2" | "XrayReport3" | "XrayReport4") || F "LVHreport1"]' --timeout 300 --dot-maxwidth 48 --exact --conditional:algorithm bisection-advanced
80	:	1777042606.357	     0.796	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax=? [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 79 --exact --conditional:algorithm restart
81	:	1777042606.682	     0.769	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 80 --exact --conditional:algorithm restart
82	:	1777042606.873	     1.463	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax=? [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 81 --exact --conditional:algorithm bisection-advanced
83	:	1777042607.156	     1.486	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax=? [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 82 --exact --conditional:algorithm bisection-advanced-pt
85	:	1777042608.341	     1.240	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 84 --conditional:precision 1e-6 --conditional:algorithm bisection
87	:	1777042609.586	     1.171	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax=? [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 86 --conditional:precision 1e-6 --conditional:algorithm restart
88	:	1777042610.762	     1.171	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 87 --conditional:precision 1e-6 --conditional:algorithm restart
89	:	1777042611.937	     2.678	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax=? [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 88 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced
41	:	1777042603.394	    13.675	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/BN-benchmarks-mdp/child.drn --prop 'Pmax=? [true];Pmax=? [F "Disease4" || F "CO21"]' --timeout 300 --dot-maxwidth 40 --exact --conditional:algorithm bisection
90	:	1777042614.620	     2.673	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax=? [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 89 --conditional:precision 1e-6 --conditional:algorithm bisection-advanced-pt
92	:	1777042617.295	     0.463	0	0	0	0	storm/build/bin/storm -drn benchmarks/rq1/models/concrete-mdps/coin-03-K=12.drn --prop 'Pmax=? [true];Pmax>=0.5 [F "finished" & "all_coins_equal_0"  || F "all_coins_equal_1"]' --timeout 300 --dot-maxwidth 91 --exact --conditional:precision 1e-6 --conditional:algorithm bisection
